run,lab no,        pH       ,om , P ,K ,sand ,   silt    ,clay,texture,from,transplant,var,no,x1,y1,tam,amphoe,prov,soilseries,seriesname,suit,text.code,se.tex
107,1706,6.3,5.59,40,267,42.8,17.2,40,clay,501004-26,หว่านน้ำตม,สันป่าตอง 1,433,534055,2211635,ต.แม่นาวาง,อ.แม่อาย,จ.เชียงใหม่,Hd,หางดง,S1,c,Hd.c
108,1323/61,5.07,5.63,37,117,43.6,16.3,40.1,clay,501004-7,หว่านน้ำตม,สันป่าตอง 1,441,534148,2211719,ต.แม่นาวาง,อ.แม่อาย,จ.เชียงใหม่,Hd,หางดง,S1,c,Hd.c
109,1716,5.45,5.08,17,230,38.8,17.2,44,clay,501004-8,หว่านน้ำตม,สันป่าตอง 1,444,534345,2212024,ต.แม่นาวาง,อ.แม่อาย,จ.เชียงใหม่,Hd,หางดง,S1,c,Hd.c
110,2397,5.8,1.47,9,123,42.4,29.6,28,clay loam,570103-6,ปักดำ (เครื่อง),กข6,4,595308,2208472,ต.ริมกก,อ.เมืองเชียงราย,จ.เชียงราย,Hd,หางดง,S1,c.l,Hd.c.l
111,1426/61,5.37,3.780947792,5,113,38.4,27.7,33.9,clay loam,570302-1,หว่านน้ำตม,กข15,18,648657,2233414,ต.สถาน,อ.เชียงของ,จ.เชียงราย,Hd,หางดง,S1,c.l,Hd.c.l
112,1437/61,5.12,3.739386308,6,133,44.4,17.4,38.2,clay loam,570302-12,หว่านน้ำตม,กข6,21,648644,2233358,ต.สถาน,อ.เชียงของ,จ.เชียงราย,Hd,หางดง,S1,c.l,Hd.c.l
113,1439/61,5.15,2.64199511,6,90,40.5,31.3,28.2,clay loam,570302-14,หว่านน้ำตม,กข15,23,648698,2233387,ต.สถาน,อ.เชียงของ,จ.เชียงราย,Hd,หางดง,S1,c.l,Hd.c.l
114,1428/61,4.82,3.051366748,7,103,44.6,27.5,27.9,clay loam,570302-3,หว่านน้ำตม,สันป่าตอง 1,29,648614,2233590,ต.สถาน,อ.เชียงของ,จ.เชียงราย,Hd,หางดง,S1,c.l,Hd.c.l
115,1429/61,4.7,2.019337408,11,187,40.2,31.6,28.2,clay loam,570302-4,หว่านน้ำตม,กข6,30,648548,2233421,ต.สถาน,อ.เชียงของ,จ.เชียงราย,Hd,หางดง,S1,c.l,Hd.c.l
116,1432/61,5.47,3.133929095,9,76,40.2,21.4,38.4,clay loam,570302-7,หว่านน้ำตม,กข15,33,647560,2231643,ต.สถาน,อ.เชียงของ,จ.เชียงราย,Hd,หางดง,S1,c.l,Hd.c.l
117,1433/61,4.61,4.234760391,9,94,40.2,25.4,34.4,clay loam,570302-8,หว่านน้ำตม,กข6,34,648317,2233282,ต.สถาน,อ.เชียงของ,จ.เชียงราย,Hd,หางดง,S1,c.l,Hd.c.l
118,1434/61,4.84,3.56394132,11,189,40.3,29.3,30.4,clay loam,570302-9,หว่านน้ำตม,กข15,35,648628,2233331,ต.สถาน,อ.เชียงของ,จ.เชียงราย,Hd,หางดง,S1,c.l,Hd.c.l
119,72/61,5.76,3.8,12,175,38.9,27.7,33.4,clay loam,500602-2,ปักดำ (คน),สันป่าตอง 1,275,492698,2115323,ต.แม่แตง,อ.แม่แตง,จ.เชียงใหม่,Hd,หางดง,S1,c.l,Hd.c.l
120,2698,4.95,3.3,12,182,39.2,25.2,35.6,clay loam,500703-2,หว่านน้ำตม,สันป่าตอง 1,300,495838,2096559,ต.สันโป่ง,อ.แม่ริม,จ.เชียงใหม่,Hd,หางดง,S1,c.l,Hd.c.l
121,2699,4.8,3.08,12,111,41.2,25.2,33.6,clay loam,500703-3,ปักดำ (คน),สันป่าตอง 1,301,495812,2096942,ต.สันโป่ง,อ.แม่ริม,จ.เชียงใหม่,Hd,หางดง,S1,c.l,Hd.c.l
122,2703,5.59,3.37,8,76,41.2,23.2,35.6,clay loam,500703-7,หยอดข้าวแห้ง,สันป่าตอง 1,305,495580,2096855,ต.สันโป่ง,อ.แม่ริม,จ.เชียงใหม่,Hd,หางดง,S1,c.l,Hd.c.l
123,1299/61,5.31,5.6,21,280,44.3,20.9,34.8,clay loam,500901-1,ปักดำ (คน),สันป่าตอง 1,319,524374,2203465,ต.เวียง,อ.ฝาง,จ.เชียงใหม่,Hd,หางดง,S1,c.l,Hd.c.l
124,1309/61,5.19,4.74,24,208,42.1,20.9,37,clay loam,500901-11,ปักดำ (คน),สันป่าตอง 1,322,522570,2200703,ต.ท่ากว้าง,อ.ฝาง,จ.เชียงใหม่,Hd,หางดง,S1,c.l,Hd.c.l
125,1737,4.81,4.14,19,121,43.6,22.4,34,clay loam,500901-12,ปักดำ (คน),สันป่าตอง 1,325,524222,2203939,ต.เวียง,อ.ฝาง,จ.เชียงใหม่,Hd,หางดง,S1,c.l,Hd.c.l
126,1311/61,5.28,4.26,19,232,44.1,27.3,28.6,clay loam,500901-13,หว่านน้ำตม,สันป่าตอง 1,326,524374,2203465,ต.เวียง,อ.ฝาง,จ.เชียงใหม่,Hd,หางดง,S1,c.l,Hd.c.l
127,1313/61,5.18,4.65,6,229,42.2,25.1,32.7,clay loam,500901-15,หว่านน้ำตม,สันป่าตอง 1,330,524374,2203465,ต.เวียง,อ.ฝาง,จ.เชียงใหม่,Hd,หางดง,S1,c.l,Hd.c.l
128,1314/61,5.24,4.83,10,243,42.1,25.2,32.7,clay loam,500901-16,หยอดน้ำตม,สันป่าตอง 1,332,524374,2203465,ต.เวียง,อ.ฝาง,จ.เชียงใหม่,Hd,หางดง,S1,c.l,Hd.c.l
129,1303/61,5.18,4.52,15,223,44.2,24.9,30.9,clay loam,500901-5,หยอดน้ำตม,สันป่าตอง 1,352,525132,2205005,ต.เวียง,อ.ฝาง,จ.เชียงใหม่,Hd,หางดง,S1,c.l,Hd.c.l
130,1701,5.81,4.07,38,224,38.4,25.6,36,clay loam,501004-6,ปักดำ (คน),กข6,440,533326,2211207,ต.แม่นาวาง,อ.แม่อาย,จ.เชียงใหม่,Hd,หางดง,S1,c.l,Hd.c.l
131,1711,5.84,4.14,54,287,40.8,25.2,34,clay loam,501004-3,หว่านน้ำตม,สันป่าตอง 1,435,533834,2212052,ต.แม่นาวาง,อ.แม่อาย,จ.เชียงใหม่,Hd,หางดง,S3,c.l,Hd.c.l
132,1702,6.51,4.5,35,181,40.4,27.6,32,clay loam,501004-9,ปักดำ (คน),กข6,446,533264,2211308,ต.แม่นาวาง,อ.แม่อาย,จ.เชียงใหม่,Hd,หางดง,S3,c.l,Hd.c.l
133,686/61,5.6,3.06,105,224,44.1,28.9,27,clay loam,580401-15,ปักดำ (คน),ขาวดอกมะลิ 105,1734,386193,2014417,ต.บ้านกาศ,อ.แม่สะเรียง,จ.แม่ฮ่องสอน,Hd,หางดง,S3,c.l,Hd.c.l
134,2691,5.87,3.73,61,222,44.8,31.2,24,loam,500701-3,ปักดำ (คน),สันป่าตอง 1,293,495270,2091620,ต.ริมใต้,อ.แม่ริม,จ.เชียงใหม่,Hd,หางดง,N,l,Hd.l
135,2692,5.36,3.58,38,120,42.8,33.2,24,loam,500701-5,ปักดำ (คน),สันป่าตอง 1,294,495270,2091636,ต.ริมใต้,อ.แม่ริม,จ.เชียงใหม่,Hd,หางดง,N,l,Hd.l
136,2395,6.02,2.48,9,52,49.6,28.4,22,loam,570103-4,ปักดำ (เครื่อง),กข6,2,594895,2208385,ต.บ้านดู่,อ.เมืองเชียงราย,จ.เชียงราย,Hd,หางดง,S1,l,Hd.l
137,2414,4.77,2.2,7,137,40.4,35.6,24,loam,570404-10,หว่านข้าวแห้ง,ขาวดอกมะลิ 105,37,616351,2177434,ต.งิ้ว,อ.เทิง,จ.เชียงราย,Hd,หางดง,S1,l,Hd.l
138,2416,4.75,1.91,19,138,42.4,33.6,24,loam,570404-12,หว่านข้าวแห้ง,กข15,39,617119,2176788,ต.งิ้ว,อ.เทิง,จ.เชียงราย,Hd,หางดง,S1,l,Hd.l
139,2423,4.93,1.91,7,184,40.4,33.6,26,loam,570404-19,หว่านข้าวแห้ง,กข15,46,616038,2177370,ต.งิ้ว,อ.เทิง,จ.เชียงราย,Hd,หางดง,S1,l,Hd.l
140,2406,4.9,1.55,11,115,48.4,31.6,20,loam,570404-2,หว่านข้าวแห้ง,กข15,47,616122,2177036,ต.งิ้ว,อ.เทิง,จ.เชียงราย,Hd,หางดง,S1,l,Hd.l
141,518/61,5.43,3.052340504,19,73,46.6,35.4,18,loam,570804-13,ปักดำ (คน),กข6,191,602458,2246860,ต.ศรีดอนมูล,อ.เชียงแสน,จ.เชียงราย,Hd,หางดง,S1,l,Hd.l
142,508/61,5.52,3.526957956,18,122,49.1,29.2,21.7,loam,570804-3,หว่านน้ำตม,ขาวดอกมะลิ 105,201,602961,2246592,ต.ศรีดอนมูล,อ.เชียงแสน,จ.เชียงราย,Hd,หางดง,S1,l,Hd.l
143,1740,4.77,4.72,41,68,49.6,30.4,20,loam,500901-13,ปักดำ (คน),สันป่าตอง 1,327,524782,2203867,ต.เวียง,อ.ฝาง,จ.เชียงใหม่,Hd,หางดง,S1,l,Hd.l
144,1741,5.14,4.14,62,88,51.6,32.4,16,loam,500901-16,หว่านน้ำตม,สันป่าตอง 1,333,524374,2203465,ต.เวียง,อ.ฝาง,จ.เชียงใหม่,Hd,หางดง,S1,l,Hd.l
145,1739,5.4,3.86,94,172,49.6,30.4,20,loam,500901-23,หว่านน้ำตม,สันป่าตอง 1,344,524957,2203293,ต.เวียง,อ.ฝาง,จ.เชียงใหม่,Hd,หางดง,S1,l,Hd.l
146,1228/61,4.85,4.74,34,221,51.6,32.3,16.1,loam,501002-2,หว่านน้ำตม,สันป่าตอง 1,406,529129,2211145,ต.แม่สาว,อ.แม่อาย,จ.เชียงใหม่,Hd,หางดง,S1,l,Hd.l
147,1230/61,5.06,5.17,31,125,44.7,34.8,20.5,loam,501002-4,หว่านน้ำตม,สันป่าตอง 1,408,528797,2210925,ต.แม่สาว,อ.แม่อาย,จ.เชียงใหม่,Hd,หางดง,S1,l,Hd.l
148,1231/61,5.17,4.75,14,136,46.6,32.9,20.5,loam,501002-5,หว่านน้ำตม,สันป่าตอง 1,409,529381,2211516,ต.แม่สาว,อ.แม่อาย,จ.เชียงใหม่,Hd,หางดง,S1,l,Hd.l
149,1696,4.88,2.56,19,59,52,31.6,16.4,loam,501004-4,หว่านน้ำตม,สันป่าตอง 1,437,534332,2211544,ต.แม่นาวาง,อ.แม่อาย,จ.เชียงใหม่,Hd,หางดง,S1,l,Hd.l
150,2615,5.28,2.63,9,47,46,29.6,24.4,loam,501306-11,หว่านน้ำตม,ขาวดอกมะลิ 105,503,506716,2087030,ต.ป่าไผ่,อ.สันทราย,จ.เชียงใหม่,Hd,หางดง,S1,l,Hd.l
151,54/61,6.31,2.25,31,397,46,32,22,loam,520607-2,ปักดำ (คน),กข6,1924,558677,2065967,ต.วิเชตนคร,อ.แจ้ห่ม,จ.ลำปาง,Hd,หางดง,S1,l,Hd.l
152,2509,6.21,3.06,28,143,41.6,32.4,26,loam,521006-5,ปักดำ (คน),กข6,2017,547328,2005569,ต.น้ำโจ้,อ.แม่ทะ,จ.ลำปาง,Hd,หางดง,S1,l,Hd.l
153,2512,6.01,1.62,8,56,51.6,32.4,16,loam,521006-8,ปักดำ (คน),กข6,2023,546771,2006481,ต.น้ำโจ้,อ.แม่ทะ,จ.ลำปาง,Hd,หางดง,S1,l,Hd.l
154,830/61,6.82,3.98,66,421,51.6,28.3,20.1,loam,521006-9,หว่านน้ำตม,กข6,2024,548473,2006274,ต.น้ำโจ้,อ.แม่ทะ,จ.ลำปาง,Hd,หางดง,S1,l,Hd.l
155,704/61,6.91,2.56,120,175,46.2,32,21.8,loam,580401-34,ปักดำ (คน),ขาวดอกมะลิ 105,1757,385604,2012279,ต.บ้านกาศ,อ.แม่สะเรียง,จ.แม่ฮ่องสอน,Hd,หางดง,S2,l,Hd.l
156,2558,5.31,2.34,68,198,49.6,29.6,20.8,loam,510602-07,ปักดำ (คน),สันป่าตอง 1,2079,492126,2048153,ต.ป่าซาง,อ.ป่าซาง,จ.ลำพูน,Hd,หางดง,S2,l,Hd.l
157,676/61,6.61,3.27,106,89,42.6,31.8,25.6,loam,580401-5,ปักดำ (คน),ขาวดอกมะลิ 105,1767,385996,2014111,ต.บ้านกาศ,อ.แม่สะเรียง,จ.แม่ฮ่องสอน,Hd,หางดง,S3,l,Hd.l
158,2508,7.41,2.92,190,155,41.6,34.4,24,loam,521006-4,ปักดำ (คน),กข6,2015,547433,2004946,ต.น้ำโจ้,อ.แม่ทะ,จ.ลำปาง,Hd,หางดง,S3,l,Hd.l
159,1762,5.52,2.99,229,109,82,8,10,loamy sand,500906-20,หว่านน้ำตม,สันป่าตอง 1,371,522172,2197450,ต.ท่ากว้าง,อ.ฝาง,จ.เชียงใหม่,Hd,หางดง,N,l.s,Hd.l.s
160,2398,5.05,2.99,25,27,82.4,7.6,10,loamy sand,570103-7,หว่านน้ำตม,กข6,5,595823,2208225,ต.ริมกก,อ.เมืองเชียงราย,จ.เชียงราย,Hd,หางดง,S1,l.s,Hd.l.s
161,1304/61,5.16,2.22,8,51,88.4,2.8,8.8,loamy sand,500901-6,หว่านน้ำตม,สันป่าตอง 1,354,523055,2200119,ต.ท่ากว้าง,อ.ฝาง,จ.เชียงใหม่,Hd,หางดง,S1,l.s,Hd.l.s
162,1761,6.93,2.27,63,36,80,12,8,loamy sand,500906-2,ปักดำ (คน),สันป่าตอง 1,370,521986,2197258,ต.ท่ากว้าง,อ.ฝาง,จ.เชียงใหม่,Hd,หางดง,S1,l.s,Hd.l.s
163,1755,6.52,1.76,403,156,80,12,8,loamy sand,500906-22,ปักดำ (คน),สันป่าตอง 1,373,522063,2197321,ต.ท่ากว้าง,อ.ฝาง,จ.เชียงใหม่,Hd,หางดง,S1,l.s,Hd.l.s
164,2427,5.62,1.26,19,26,78.8,13.6,7.6,loamy sand,520106-4,หว่านน้ำตม,กข14,1836,547716,2017206,ต.ชมพู,อ.เมืองลำปาง,จ.ลำปาง,Hd,หางดง,S1,l.s,Hd.l.s
165,67/61,7.07,5.95,560,343,81.5,11.6,6.9,loamy sand,520607-15,หว่านน้ำตม,กข6,1920,560369,2070844,ต.วิเชตนคร,อ.แจ้ห่ม,จ.ลำปาง,Hd,หางดง,S2,l.s,Hd.l.s
166,70/61,5.05,0.23,21,42,79.6,13.4,7,loamy sand,520607-18,หว่านน้ำตม,สันป่าตอง 1,1923,559583,2071490,ต.วิเชตนคร,อ.แจ้ห่ม,จ.ลำปาง,Hd,หางดง,S2,l.s,Hd.l.s
167,1350/61,4.92,1.31,18,65,85.1,10.5,4.4,loamy sand,501105-12,ปักดำ (คน),ขาวดอกมะลิ 105,450,520330,2146362,ต.สันทราย,อ.พร้าว,จ.เชียงใหม่,Hd,หางดง,S3,l.s,Hd.l.s
168,1346/61,5.66,0.49,3,47,81.4,14.3,4.3,loamy sand,501105-8,ปักดำ (คน),ขาวดอกมะลิ 105,460,519712,2145921,ต.สันทราย,อ.พร้าว,จ.เชียงใหม่,Hd,หางดง,S3,l.s,Hd.l.s
169,1438/61,4.62,5.025982885,18,297,46.4,15.4,38.2,sandy clay,570302-13,หว่านน้ำตม,กข6,22,647422,2231694,ต.สถาน,อ.เชียงของ,จ.เชียงราย,Hd,หางดง,S1,s.c,Hd.s.c
170,1302/61,5.07,6.01,16,261,52.3,10.8,36.9,sandy clay,500901-4,ปักดำ (คน),สันป่าตอง 1,350,525479,2205806,ต.เวียง,อ.ฝาง,จ.เชียงใหม่,Hd,หางดง,S1,s.c,Hd.s.c
171,1321/61,5.38,6.21,17,229,45.8,16.2,38,sandy clay,501004-5,หว่านน้ำตม,สันป่าตอง 1,438,534148,2211719,ต.แม่นาวาง,อ.แม่อาย,จ.เชียงใหม่,Hd,หางดง,S1,s.c,Hd.s.c
172,2695,5.7,3.3,16,103,48.8,25.2,26,sandy clay loam,500701-8,ปักดำ (คน),สันป่าตอง 1,297,494914,2091524,ต.ริมใต้,อ.แม่ริม,จ.เชียงใหม่,Hd,หางดง,N,s.c.l,Hd.s.c.l
173,1238/61,5.79,2.48,82,105,59.7,16.7,23.6,sandy clay loam,500801-2,ปักดำ (คน),สันป่าตอง 1,312,469080,2083279,ต.สะเมิงใต้,อ.สะเมิง,จ.เชียงใหม่,Hd,หางดง,N,s.c.l,Hd.s.c.l
174,679/61,4.2,4.95,43,262,54.8,21.8,23.4,sandy clay loam,580401-8,ปักดำ (คน),ขาวดอกมะลิ 105,1773,385833,2014563,ต.บ้านกาศ,อ.แม่สะเรียง,จ.แม่ฮ่องสอน,Hd,หางดง,N,s.c.l,Hd.s.c.l
175,2400,5.8,2.92,19,105,54.4,25.6,20,sandy clay loam,570103-8,หว่านน้ำตม,กข6,6,594142,2207615,ต.บ้านดู่,อ.เมืองเชียงราย,จ.เชียงราย,Hd,หางดง,S1,s.c.l,Hd.s.c.l
176,2392,5.18,2.77,26,93,51.6,26.4,22,sandy clay loam,570114-2,ปักดำ (เครื่อง),ก.วก.1,14,600851,2210006,ต.ริมกก,อ.เมืองเชียงราย,จ.เชียงราย,Hd,หางดง,S1,s.c.l,Hd.s.c.l
177,2390,5.69,3.13,22,86,45.6,26.4,28,sandy clay loam,570114-5,ปักดำ (เครื่อง),ก.วก.1,17,601196,2210386,ต.ริมกก,อ.เมืองเชียงราย,จ.เชียงราย,Hd,หางดง,S1,s.c.l,Hd.s.c.l
178,1427/61,4.66,4.67509291,17,294,46.5,19.6,33.9,sandy clay loam,570302-2,หว่านน้ำตม,กข6,28,647407,2231779,ต.สถาน,อ.เชียงของ,จ.เชียงราย,Hd,หางดง,S1,s.c.l,Hd.s.c.l
179,2422,4.93,1.55,5,57,48.4,27.6,24,sandy clay loam,570404-18,หว่านข้าวแห้ง,ขาวดอกมะลิ 105,45,617138,2176599,ต.งิ้ว,อ.เทิง,จ.เชียงราย,Hd,หางดง,S1,s.c.l,Hd.s.c.l
180,506/61,5.05,2.61211562,12,54,48.9,25.1,26,sandy clay loam,570804-1,หว่านน้ำตม,กข15,187,602993,2245835,ต.ศรีดอนมูล,อ.เชียงแสน,จ.เชียงราย,Hd,หางดง,S1,s.c.l,Hd.s.c.l
181,517/61,5.48,4.238884136,11,114,54.7,21.4,23.9,sandy clay loam,570804-12,หว่านน้ำตม,สันป่าตอง 1,190,601967,2245489,ต.ศรีดอนมูล,อ.เชียงแสน,จ.เชียงราย,Hd,หางดง,S1,s.c.l,Hd.s.c.l
182,520/61,4.86,3.870883647,22,100,58.6,15.3,26.1,sandy clay loam,570804-15,ปักดำ (คน),ขาวดอกมะลิ 105,193,601538,2246097,ต.ศรีดอนมูล,อ.เชียงแสน,จ.เชียงราย,Hd,หางดง,S1,s.c.l,Hd.s.c.l
